pidp,a_sex,a_dvage,a_ukborn,a_racel,a_hlht,a_hlhtf,a_hlhti,a_hlhtc,a_hlwt,a_hlwts,a_hlwtp,a_hlwtk,a_vote1,a_vote2,a_vote3,a_vote4,a_vote5,a_vote6
1292935011,2,17,1,1,1,5,4,-8,1,8,0,-8,2,1,-8,6,3,2
1292937727,2,60,1,1,1,5,5,-8,1,11,0,-8,1,-8,-8,1,2,2
1292937731,1,60,1,1,1,6,0,-8,1,11,7,-8,1,-8,-8,1,1,2
1292938407,2,48,1,1,1,5,2,-8,1,14,0,-8,1,-8,-8,1,2,3
1292938411,1,22,1,1,1,5,11,-8,1,11,0,-8,2,1,-8,1,3,3
1292940447,1,79,1,7,1,5,3,-8,1,12,7,-8,1,-8,-8,1,3,1
1292940451,2,81,1,1,1,5,1,-8,1,9,11,-8,1,-8,-8,1,1,2
1292943847,1,23,5,4,2,-8,-8,175,2,-8,-8,85,2,2,96,-8,-8,4
1292944527,2,67,5,2,1,5,0,-8,1,9,0,-8,1,-8,-8,2,2,2
1292945207,1,41,1,1,1,5,11,-8,1,11,6,-8,1,-8,-8,2,2,1
1292945211,2,44,1,1,1,5,5,-8,1,8,6,-8,1,-8,-8,2,1,2
1292945887,2,34,4,1,1,5,7,-8,1,10,5,-8,1,-8,-8,1,3,2
1292945891,1,40,1,1,1,5,11,-8,1,14,0,-8,1,-8,-8,1,3,2
1292947927,2,49,5,4,1,5,4,-8,1,8,0,-8,1,-8,-8,1,3,2
1292947931,1,55,5,1,1,5,11,-8,2,-8,-8,79,2,1,-8,1,3,2
1292947935,2,21,1,4,1,5,7,-8,2,-8,-8,60,2,1,-8,6,3,2
1292947939,2,19,1,1,1,5,6,-8,2,-8,-8,54,2,1,-8,1,3,2
1292952687,1,55,5,4,1,5,8,-8,2,-8,-8,-1,1,-8,-8,2,2,1
1292953367,2,49,5,14,1,5,7,-8,1,12,6,-8,2,2,2,-8,3,3
1292954047,1,29,5,10,1,5,8,-8,2,-8,-8,62,-1,-8,-8,-8,-8,-1
1292954183,1,31,5,10,1,6,2,-8,2,-8,-8,83,2,2,2,-8,3,3
1292955407,2,27,5,4,2,-8,-8,163,2,-8,-8,66,2,2,95,-8,-8,4
1292958127,1,58,5,4,2,-8,-8,177,2,-8,-8,86,2,2,95,-8,-8,4
1292958807,2,49,1,1,1,5,6,-8,1,11,0,-8,2,1,-8,6,3,4
1292958811,1,51,1,1,1,5,11,-8,1,13,9,-8,1,-8,-8,1,3,2
1292959487,2,34,1,1,1,5,3,-8,1,8,1,-8,1,-8,-8,2,2,3
1292959499,1,31,1,1,1,6,2,-8,1,14,7,-8,2,1,-8,2,3,3
1292960167,1,64,5,9,1,5,8,-8,2,-8,-8,92,1,-8,-8,2,2,3
1292960171,2,59,5,9,1,4,9,-8,2,-8,-8,58,2,2,2,-8,3,4
1292960175,2,23,1,9,1,5,4,-8,1,8,7,-8,2,1,-8,2,3,3
1292963567,2,43,1,1,1,5,5,-8,1,9,12,-8,2,1,-8,3,3,3
1292963571,1,49,1,1,1,5,7,-8,1,12,7,-8,2,2,3,-8,3,2
1292965607,2,34,5,14,1,5,6,-8,2,-8,-8,60,2,2,95,-8,-8,2
1292966287,2,29,5,15,1,5,8,-8,2,-8,-8,50,1,-8,-8,1,3,2
1292966967,1,83,1,1,1,5,5,-8,1,11,1,-8,2,1,-8,2,3,3
1292968327,1,57,1,1,1,5,8,-8,1,11,7,-8,1,-8,-8,2,3,3
1292970367,1,29,5,13,1,5,9,-8,2,-8,-8,86,2,2,96,-8,-8,3
1292970371,2,24,5,13,1,5,4,-8,2,-8,-8,69,2,2,96,-8,-8,3
1292971047,2,50,5,15,1,5,6,-8,1,9,10,-8,1,-8,-8,2,2,2
1292972407,1,68,1,1,1,5,7,-8,1,14,7,-8,1,-8,-8,1,2,3
1292973087,1,55,1,1,1,5,11,-8,1,14,7,-8,2,2,-1,-8,-8,1
1292974447,1,57,1,1,1,5,10,-8,1,14,0,-8,1,-8,-8,1,3,2
1292974451,2,55,1,1,1,5,2,-8,1,10,0,-8,1,-8,-8,1,3,3
1292975127,1,73,1,1,1,5,4,-8,1,15,0,-8,1,-8,-8,1,2,3
1292975131,2,68,1,1,1,5,4,-8,1,9,12,-8,1,-8,-8,1,3,3
1292977847,2,75,1,1,1,5,1,-8,1,12,0,-8,1,-8,-8,1,3,2
1292978527,1,72,1,1,1,5,7,-8,2,-8,-8,78,1,-8,-8,1,3,2
1292978531,2,74,5,97,1,5,4,-8,2,-8,-8,69,1,-8,-8,1,2,2
1292979207,2,90,1,1,1,-1,-8,-8,3,-8,-8,-8,2,2,95,-8,-8,4
1292979211,1,91,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1292981247,2,55,1,1,1,5,11,-8,1,15,7,-8,2,2,3,-8,3,1
1292982607,1,58,1,1,1,5,10,-8,1,13,7,-8,2,1,-8,2,3,2
1292982615,1,26,1,1,1,5,11,-8,1,14,0,-8,2,2,1,-8,2,3
1292983287,1,59,1,1,2,-8,-8,181,2,-8,-8,83,2,1,-8,1,3,2
1292983291,2,59,2,1,1,5,9,-8,2,-8,-8,79,2,2,1,-8,3,3
1292985327,2,85,1,1,1,5,6,-8,1,12,7,-8,2,1,-8,3,3,1
1292986007,1,49,1,1,1,5,8,-8,1,13,0,-8,1,-8,-8,2,3,2
1292986687,1,56,1,1,1,5,11,-8,1,22,0,-8,2,1,-8,3,3,3
1292986691,2,89,1,1,1,5,4,-8,1,9,0,-8,1,-8,-8,2,2,2
1292987367,1,83,1,1,1,5,6,-8,1,12,7,-8,1,-8,-8,2,1,1
1292988727,2,24,1,1,1,5,2,-8,1,9,11,-8,2,2,2,-8,3,3
1292989407,2,74,1,1,1,-1,-8,-8,1,13,7,-8,2,2,95,-8,-8,4
1292990087,2,68,1,1,1,5,5,-8,1,13,0,-8,2,2,95,-8,-8,4
1292991447,2,25,1,1,1,5,6,-8,1,9,0,-8,2,2,1,-8,3,2
1292991451,1,28,1,1,1,5,2,-8,2,-8,-8,72,2,1,-8,1,2,2
1292992127,2,45,1,1,1,5,3,-8,1,13,7,-8,2,1,-8,1,3,4
1292994167,2,56,1,1,1,5,8,-8,1,11,10,-8,1,-8,-8,2,2,1
1292994171,2,81,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1292994847,2,53,1,1,1,5,5,-8,-2,-8,-8,-8,2,2,95,-8,-8,4
1292996207,2,62,1,1,1,5,5,-8,1,14,8,-8,2,2,95,-8,-8,2
1292996211,1,64,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1292999607,2,39,1,1,1,5,4,-8,1,9,3,-8,1,-8,-8,2,2,3
1293003007,2,35,4,1,1,5,3,-8,1,7,0,-8,2,1,-8,2,2,1
1293003687,2,59,1,1,1,5,7,-8,1,12,10,-8,1,-8,-8,2,2,2
1293003691,1,66,1,1,1,5,8,-8,1,21,0,-8,2,1,-8,2,3,3
1293006407,1,39,1,1,1,5,8,-8,3,-8,-8,-8,2,1,-8,1,3,3
1293006411,2,25,1,1,1,5,6,-8,1,15,0,-8,2,2,95,-8,-8,4
1293007095,2,18,1,1,1,5,2,-8,1,7,0,-8,2,2,96,-8,-8,4
1293007767,2,79,1,1,1,5,1,-8,1,10,12,-8,1,-8,-8,1,2,2
1293009127,2,77,5,2,1,5,0,-8,1,10,7,-8,1,-8,-8,1,3,3
1293010487,2,57,1,1,1,5,6,-8,1,15,7,-8,1,-8,-8,1,1,1
1293013887,2,58,1,1,1,5,2,-8,1,10,2,-8,2,1,-8,1,1,2
1293014567,2,38,1,1,1,5,10,-8,1,9,7,-8,1,-8,-8,1,2,2
1293014571,1,42,1,1,-9,-8,-8,-8,-9,-8,-8,-8,-9,-8,-8,-8,-8,-9
1293015247,2,51,1,1,1,5,3,-8,1,10,0,-8,2,2,6,-8,3,3
1293022047,2,58,1,1,1,5,6,-8,1,11,0,-8,2,1,-8,1,3,2
1293024767,1,34,5,97,2,-8,-8,165,2,-8,-8,100,2,2,2,-8,3,3
1293024771,2,34,5,7,2,-8,-8,150,2,-8,-8,80,2,2,96,-8,-8,2
1293025447,2,43,1,1,1,5,2,-8,3,-8,-8,-8,2,1,-8,97,3,4
1293025451,1,36,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293027555,2,38,1,1,1,5,3,-8,1,13,0,-8,2,1,-8,3,3,2
1293028847,1,53,5,4,1,6,3,-8,1,12,0,-8,1,-8,-8,1,2,1
1293031567,1,40,5,1,1,5,5,-8,1,10,8,-8,1,-8,-8,2,2,2
1293031703,1,62,5,9,1,5,8,-8,1,10,0,-8,1,-8,-8,2,3,2
1293032927,1,50,5,15,2,-8,-8,180,2,-8,-8,95,1,-8,-8,3,3,2
1293035647,1,32,5,4,2,-8,-8,175,2,-8,-8,70,2,2,95,-8,-8,3
1293037687,1,22,1,1,2,-8,-8,183,1,13,0,-8,2,1,-8,3,3,2
1293037691,1,19,5,4,2,-8,-8,179,2,-8,-8,63,2,2,96,-8,-8,2
1293038367,1,41,1,1,1,5,1,-8,-1,-8,-8,-8,1,-8,-8,2,2,2
1293040407,2,32,1,1,1,5,4,-8,2,-8,-8,55,1,-8,-8,2,3,3
1293041087,1,44,1,1,1,6,5,-8,1,18,7,-8,2,1,-8,97,3,2
1293041091,2,41,5,4,1,6,1,-8,2,-8,-8,95,2,2,96,-8,-8,2
1293042447,1,63,1,1,1,5,5,-8,1,12,0,-8,1,-8,-8,1,2,2
1293042451,2,64,1,1,1,5,2,-8,1,9,10,-8,1,-8,-8,1,3,2
1293047207,1,42,1,1,1,5,10,-8,1,11,0,-8,2,1,-8,1,3,2
1293048567,1,51,1,1,1,6,1,-8,1,18,0,-8,2,2,95,-8,-8,1
1293048571,2,57,1,1,1,5,9,-8,1,11,7,-8,1,-8,-8,1,1,1
1293050607,1,49,1,1,1,5,10,-8,1,13,7,-8,1,-8,-8,1,1,2
1293050611,2,51,1,1,1,5,4,-8,1,10,0,-8,2,2,3,-8,3,2
1293050615,1,18,1,1,1,5,7,-8,1,10,7,-8,2,1,-8,1,2,1
1293051287,1,65,3,1,1,5,9,-8,1,15,0,-8,1,-8,-8,1,3,2
1293051291,2,64,3,1,1,5,1,-8,1,12,7,-8,1,-8,-8,1,3,3
1293053327,2,52,1,1,1,5,1,-8,1,12,11,-8,2,2,95,-8,-8,4
1293053331,1,17,1,1,1,5,11,-8,1,-2,-8,-8,2,1,-8,3,3,3
1293054007,2,30,1,1,1,5,3,-8,1,13,7,-8,2,1,-8,3,3,2
1293055367,1,50,5,1,1,6,0,-8,1,14,2,-8,1,-8,-8,1,3,3
1293057407,2,36,1,1,1,5,7,-8,1,10,0,-8,1,-8,-8,2,3,2
1293057411,1,38,1,1,1,6,0,-8,1,12,0,-8,1,-8,-8,2,2,2
1293058767,1,38,5,2,1,5,10,-8,1,13,7,-8,2,2,95,-8,-8,3
1293058771,2,37,1,1,1,5,1,-8,1,11,12,-8,2,2,95,-8,-8,4
1293059447,1,38,1,1,1,6,2,-8,1,12,7,-8,2,1,-8,1,3,2
1293060127,2,36,1,1,1,5,8,-8,1,10,0,-8,2,2,-1,-8,-8,3
1293062167,2,86,1,1,1,5,0,-8,1,8,13,-8,1,-8,-8,1,1,2
1293062847,1,81,1,1,1,5,7,-8,1,12,7,-8,1,-8,-8,1,1,2
1293064207,1,68,2,1,1,5,7,-8,1,11,12,-8,1,-8,-8,1,1,2
1293064211,2,63,1,1,1,5,4,-8,1,-1,-8,-8,1,-8,-8,1,2,2
1293064887,2,54,1,1,1,5,9,-8,1,12,8,-8,1,-8,-8,1,3,2
1293064891,1,60,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293066247,1,73,1,1,1,5,7,-8,1,11,0,-8,2,1,-8,1,3,4
1293068967,1,76,1,1,1,6,0,-8,1,12,2,-8,2,1,-8,3,3,4
1293068971,2,67,3,1,1,5,3,-8,1,10,7,-8,1,-8,-8,1,2,1
1293070327,2,86,1,1,1,4,11,-8,3,-8,-8,-8,2,2,95,-8,-8,4
1293071007,1,43,1,1,1,5,11,-8,1,12,0,-8,1,-8,-8,1,2,2
1293071687,1,52,1,1,1,5,8,-8,1,12,0,-8,2,2,97,-8,3,2
1293072367,2,73,1,1,1,5,2,-8,1,14,7,-8,2,2,95,-8,-8,4
1293073047,1,36,1,1,1,6,1,-8,1,14,6,-8,2,1,-8,1,2,2
1293073051,2,32,1,1,1,5,8,-8,1,9,6,-8,2,1,-8,1,3,2
1293073727,2,46,1,1,1,5,7,-8,1,9,10,-8,2,2,95,-8,-8,2
1293075767,1,49,1,1,1,6,2,-8,1,12,10,-8,2,1,-8,1,3,2
1293077127,2,46,1,1,1,5,5,-8,1,11,12,-8,1,-8,-8,1,2,3
1293077131,1,49,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293077135,1,19,1,1,1,6,0,-8,1,13,0,-8,2,2,3,-8,2,3
1293077807,2,47,5,2,1,5,6,-8,1,8,0,-8,2,2,1,-8,3,1
1293077811,1,63,1,1,1,5,8,-8,1,10,12,-8,1,-8,-8,1,2,2
1293077815,1,23,1,1,1,5,6,-8,3,-8,-8,-8,1,-8,-8,1,2,1
1293077819,2,21,1,1,1,5,2,-8,1,7,0,-8,1,-8,-8,1,2,2
1293077823,2,17,1,1,1,5,2,-8,1,8,0,-8,1,-8,-8,1,2,2
1293078487,2,64,1,1,1,5,3,-8,1,8,8,-8,2,2,97,-8,3,2
1293078491,1,67,1,1,1,6,0,-8,1,16,0,-8,1,-8,-8,1,2,2
1293081207,2,36,1,1,1,5,3,-8,1,8,2,-8,2,1,-8,1,3,3
1293081887,1,34,1,1,1,5,9,-8,1,12,11,-8,1,-8,-8,1,3,2
1293081891,2,33,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293083247,2,43,1,1,1,5,6,-8,1,9,9,-8,2,1,-8,2,3,3
1293083251,1,44,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293083927,2,43,1,1,2,-8,-8,170,2,-8,-8,73,2,1,-8,2,3,2
1293083931,1,56,1,1,1,5,9,-8,1,11,0,-8,1,-8,-8,1,3,2
1293085287,2,62,1,1,1,5,4,-8,1,9,10,-8,1,-8,-8,1,3,2
1293085291,1,70,1,1,1,5,8,-8,1,14,0,-8,2,1,-8,2,3,2
1293086647,1,73,1,1,1,5,10,-8,1,12,7,-8,2,1,-8,2,3,4
1293088687,1,49,1,1,1,5,10,-8,1,16,9,-8,2,1,-8,2,3,1
1293088691,2,77,1,1,1,5,3,-8,3,-8,-8,-8,1,-8,-8,1,1,1
1293089367,1,45,3,1,1,6,2,-8,2,-8,-8,99,1,-8,-8,2,3,3
1293089371,2,38,1,1,2,-8,-8,165,2,-8,-8,52,1,-8,-8,2,3,2
1293090047,1,61,1,1,1,5,10,-8,1,12,3,-8,2,2,3,-8,3,1
1293090727,2,76,1,1,1,5,1,-8,1,8,0,-8,1,-8,-8,1,2,2
1293093447,2,53,1,1,1,5,4,-8,1,11,0,-8,1,-8,-8,1,3,2
1293093451,1,56,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293093455,2,25,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293094127,2,84,1,1,1,5,2,-8,1,10,8,-8,2,1,-8,1,2,1
1293094131,1,55,1,1,1,5,10,-8,1,15,3,-8,2,2,2,-8,3,2
1293096167,1,49,3,1,2,-8,-8,175,1,12,8,-8,2,1,-8,1,3,1
1293096847,2,55,1,1,1,5,4,-8,1,11,5,-8,2,2,1,-8,3,3
1293098207,2,31,1,1,1,5,4,-8,1,10,3,-8,2,1,-8,1,3,2
1293098211,1,29,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293098887,1,67,1,1,1,6,0,-8,1,13,11,-8,1,-8,-8,1,1,2
1293098891,2,67,1,1,1,5,0,-8,1,8,5,-8,1,-8,-8,1,2,2
1293100927,2,41,1,1,1,5,6,-8,1,8,12,-8,2,2,3,-8,3,3
1293100931,1,43,1,1,1,5,7,-8,1,11,-1,-8,2,1,-8,2,3,3
1293100935,2,16,1,1,1,5,5,-8,1,9,0,-8,2,2,95,-8,-8,4
1293100951,1,17,1,1,1,5,8,-8,3,-8,-8,-8,2,2,2,-8,3,3
1293101607,1,53,1,1,1,5,9,-8,1,14,0,-8,2,2,95,-8,-8,4
1293101611,2,53,1,1,3,-8,-8,-8,3,-8,-8,-8,2,2,95,-8,-8,4
1293101615,1,24,1,1,1,5,9,-8,3,-8,-8,-8,2,2,95,-8,-8,4
1293101619,1,25,1,1,1,5,8,-8,3,-8,-8,-8,2,2,3,-8,3,4
1293102287,2,34,1,1,1,5,2,-8,2,-8,-8,65,1,-8,-8,3,3,1
1293103647,2,72,1,1,1,5,2,-8,1,10,7,-8,1,-8,-8,2,2,3
1293103651,1,77,1,1,1,5,7,-8,1,11,10,-8,2,1,-8,2,3,1
1293104327,1,56,1,1,1,6,2,-8,1,13,4,-8,2,1,-8,3,3,2
1293104331,2,55,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293104335,1,24,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293105007,2,43,1,1,1,5,7,-8,1,11,4,-8,1,-8,-8,1,3,3
1293105011,1,48,1,1,1,5,8,-8,1,10,7,-8,2,1,-8,1,2,3
1293105015,1,17,1,1,1,5,10,-8,1,10,7,-8,1,-8,-8,1,1,1
1293108407,1,74,1,1,1,5,9,-8,1,12,4,-8,2,2,-1,-8,-8,1
1293108411,2,75,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293109087,1,57,1,1,1,5,9,-8,1,14,7,-8,2,2,1,-8,3,3
1293109091,2,50,1,1,1,5,5,-8,2,-8,-8,62,2,2,3,-8,3,3
1293111807,1,65,1,1,1,6,0,-8,2,-8,-8,83,1,-8,-8,1,1,2
1293111811,2,66,5,4,2,-8,-8,152,2,-8,-8,63,1,-8,-8,1,3,3
1293112487,1,41,1,1,1,5,8,-8,1,13,1,-8,1,-8,-8,1,2,2
1293112491,2,38,1,1,2,-8,-8,175,2,-8,-8,61,1,-8,-8,1,2,3
1293113167,1,63,1,1,1,6,0,-8,1,12,0,-8,2,2,96,-8,-8,4
1293113171,2,63,1,1,1,5,5,-8,1,10,7,-8,2,1,-8,1,3,3
1293115887,1,57,1,1,1,5,8,-8,1,14,8,-8,1,-8,-8,1,1,2
1293115891,2,59,1,1,1,5,1,-8,1,10,10,-8,1,-8,-8,1,2,2
1293115895,1,25,1,1,1,5,11,-8,1,12,6,-8,2,1,-8,3,3,3
1293116567,2,44,1,1,1,5,9,-8,1,10,8,-8,2,2,3,-8,3,4
1293116571,1,50,1,1,1,6,0,-8,1,15,4,-8,2,2,1,-8,3,3
1293117927,1,36,1,1,1,5,11,-8,1,11,8,-8,2,1,-8,3,3,2
1293117931,2,46,1,1,1,5,0,-8,1,8,10,-8,2,2,95,-8,-8,4
1293117935,1,22,1,1,1,5,9,-8,1,14,5,-8,1,-8,-8,2,3,3
1293117939,2,19,1,1,1,5,5,-8,1,12,6,-8,2,2,95,-8,-8,4
1293119967,2,54,1,1,1,5,4,-8,1,11,6,-8,1,-8,-8,1,3,2
1293119971,1,41,1,1,1,5,11,-8,1,16,6,-8,2,2,95,-8,-8,4
1293120647,2,27,5,97,2,-8,-8,172,2,-8,-8,70,2,2,96,-8,-8,3
1293120651,1,26,1,1,1,6,1,-8,1,14,8,-8,2,1,-8,1,3,2
1293121327,2,60,5,12,1,5,3,-8,1,7,6,-8,2,1,-8,1,4,1
1293123367,2,54,1,1,1,5,5,-8,1,13,0,-8,2,2,1,-8,3,2
1293123371,1,52,1,1,1,5,10,-8,1,12,7,-8,2,2,3,-8,3,3
1293124727,1,73,1,1,1,5,11,-8,1,15,0,-8,2,2,6,-8,3,4
1293126087,1,35,1,1,1,5,8,-8,1,13,2,-8,1,-8,-8,2,2,2
1293126091,2,28,1,1,1,5,5,-8,1,14,0,-8,2,1,-8,6,3,3
1293126767,1,51,5,10,1,5,6,-8,1,13,0,-8,2,2,3,-8,3,2
1293126771,2,43,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293126775,1,17,1,10,1,5,9,-8,3,-8,-8,-8,2,2,96,-8,-8,3
1293128127,2,75,1,1,1,5,4,-8,1,11,12,-8,1,-8,-8,1,2,3
1293128807,2,39,1,1,2,-8,-8,165,2,-8,-8,66,1,-8,-8,1,2,3
1293130167,2,45,1,1,1,5,11,-8,2,-8,-8,69,1,-8,-8,1,3,3
1293130847,1,68,1,1,1,5,10,-8,1,12,6,-8,2,1,-8,3,2,3
1293130851,2,66,1,1,1,5,4,-8,1,9,7,-8,2,1,-8,3,3,3
1293131527,1,36,5,4,2,-8,-8,192,2,-8,-8,97,1,-8,-8,1,1,4
1293131531,2,35,5,4,2,-8,-8,168,2,-8,-8,71,2,2,1,-8,2,3
1293134247,1,43,5,1,2,-8,-8,185,2,-8,-8,125,2,1,-8,1,3,4
1293134251,2,27,5,4,2,-8,-8,165,2,-8,-8,52,2,2,96,-8,-8,4
1293134927,2,27,5,4,2,-8,-8,160,2,-8,-8,65,2,2,-1,-8,-8,3
1293134935,1,61,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293136287,2,30,5,4,2,-8,-8,170,2,-8,-8,61,2,2,96,-8,-8,4
1293136291,2,26,5,4,2,-8,-8,172,2,-8,-8,60,2,2,96,-8,-8,4
1293136295,2,31,5,4,2,-8,-8,164,2,-8,-8,71,2,2,96,-8,-8,4
1293136299,1,31,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293136967,2,31,5,16,1,5,4,-8,2,-8,-8,47,2,2,1,-8,3,2
1293136971,1,36,1,5,1,6,2,-8,2,-8,-8,100,1,-8,-8,1,2,2
1293137647,2,80,1,1,1,5,4,-8,1,14,0,-8,2,2,95,-8,-8,3
1293139007,2,30,3,1,1,5,7,-8,1,10,1,-8,1,-8,-8,1,3,2
1293139011,1,37,4,1,1,5,9,-8,2,-8,-8,72,2,2,1,-8,3,3
1293139687,1,76,3,1,1,5,10,-8,1,13,0,-8,2,2,95,-8,-8,2
1293140367,1,77,3,1,1,5,7,-8,1,10,0,-8,2,1,-8,2,2,3
1293140371,2,78,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293142407,1,46,3,1,1,5,8,-8,1,12,8,-8,2,2,2,-8,3,2
1293142411,2,47,1,1,1,5,4,-8,1,10,0,-8,2,2,2,-8,3,3
1293143087,2,45,3,1,1,5,4,-8,1,10,0,-8,1,-8,-8,2,1,3
1293143091,1,43,3,1,1,5,10,-8,1,14,0,-8,2,2,1,-8,3,3
1293143095,1,17,3,1,1,6,1,-8,1,10,10,-8,2,2,96,-8,-8,4
1293143767,1,89,1,1,1,5,7,-8,1,8,8,-8,2,2,97,-8,3,3
1293144447,2,27,3,1,1,5,5,-8,1,9,6,-8,1,-8,-8,1,3,2
1293144451,1,22,3,1,1,5,11,-8,1,11,0,-8,2,1,-8,3,3,3
1293145127,2,70,3,1,1,5,0,-8,1,10,13,-8,2,2,5,-8,2,4
1293145807,2,77,1,1,1,5,4,-8,1,9,4,-8,2,2,2,-8,3,3
1293147167,1,70,3,1,1,5,11,-8,1,13,0,-8,1,-8,-8,2,2,2
1293147171,2,68,3,1,1,5,1,-8,1,11,0,-8,2,1,-8,2,3,1
1293147847,1,64,3,1,1,6,1,-8,1,16,8,-8,1,-8,-8,2,3,4
1293149207,1,54,1,1,1,5,6,-8,1,14,11,-8,2,1,-8,97,3,2
1293149211,2,47,3,1,1,5,3,-8,1,17,2,-8,2,1,-8,2,3,3
1293149887,2,52,3,1,1,5,3,-8,1,11,7,-8,2,2,95,-8,-8,3
1293149891,1,56,3,1,1,5,7,-8,1,13,2,-8,1,-8,-8,2,1,3
1293150567,2,41,3,1,1,5,5,-8,1,12,6,-8,2,1,-8,5,3,2
1293150571,1,40,3,1,1,5,10,-8,1,15,0,-8,1,-8,-8,5,2,2
1293151247,2,65,3,1,1,5,5,-8,1,13,8,-8,1,-8,-8,1,2,1
1293151251,1,64,3,1,1,5,7,-8,1,11,9,-8,1,-8,-8,1,2,1
1293152607,2,28,3,1,1,5,3,-8,1,7,13,-8,2,1,-8,1,3,3
1293152675,1,37,3,4,1,5,11,-8,1,13,0,-8,2,1,-8,2,3,2
1293153287,2,42,3,1,1,5,5,-8,1,8,12,-8,2,2,-1,-8,-8,4
1293156687,1,44,3,1,1,6,5,-8,1,15,0,-8,2,1,-8,2,3,3
1293158727,2,56,3,1,1,5,4,-8,1,12,11,-8,1,-8,-8,2,1,3
1293158731,2,18,3,1,1,5,11,-8,1,19,5,-8,1,-8,-8,2,2,2
1293159407,2,56,3,1,1,5,2,-8,3,-8,-8,-8,2,2,95,-8,-8,4
1293160767,2,66,3,1,1,5,6,-8,1,10,8,-8,2,1,-8,2,3,3
1293160771,1,70,3,1,1,5,8,-8,1,11,6,-8,1,-8,-8,2,1,2
1293160775,1,22,3,1,1,5,11,-8,1,13,11,-8,1,-8,-8,3,2,1
1293160779,2,18,3,1,1,5,7,-8,1,10,0,-8,2,1,-8,3,3,4
1293163487,1,69,3,1,1,6,0,-8,1,15,11,-8,2,2,5,-8,3,4
1293166207,2,50,3,1,1,5,4,-8,1,10,0,-8,2,2,95,-8,-8,4
1293166211,1,55,3,1,1,6,3,-8,1,16,0,-8,1,-8,-8,2,2,2
1293166215,2,21,3,1,1,5,10,-8,1,11,3,-8,2,2,95,-8,-8,4
1293166887,2,54,1,1,1,5,0,-8,1,11,1,-8,1,-8,-8,5,1,1
1293167567,2,49,1,1,1,5,4,-8,1,10,12,-8,2,1,-8,3,3,3
1293167571,1,67,1,1,1,5,8,-8,1,13,0,-8,1,-8,-8,2,3,3
1293168247,1,61,3,1,1,5,11,-8,1,13,7,-8,1,-8,-8,5,2,2
1293168251,2,60,3,1,1,5,0,-8,1,-1,-8,-8,1,-8,-8,5,2,3
1293168927,2,37,3,1,1,5,8,-8,1,13,0,-8,2,2,95,-8,-8,3
1293169607,2,47,3,1,1,4,10,-8,1,9,0,-8,2,2,95,-8,-8,4
1293171647,2,31,3,1,1,4,11,-8,1,-1,-8,-8,2,1,-8,5,3,3
1293171651,1,33,3,1,1,6,2,-8,1,17,7,-8,2,2,95,-8,-8,4
1293173007,2,66,3,1,1,5,0,-8,1,6,10,-8,1,-8,-8,2,3,2
1293175727,2,62,3,1,1,5,6,-8,1,11,2,-8,2,2,95,-8,-8,4
1293175731,1,70,1,1,1,6,0,-8,1,15,4,-8,2,2,95,-8,-8,4
1293175735,2,16,3,1,1,5,4,-8,1,9,7,-8,2,1,-8,3,3,2
1293176407,1,83,1,1,1,6,0,-8,1,13,7,-8,1,-8,-8,1,1,3
1293177087,2,78,3,1,1,5,2,-8,1,10,0,-8,1,-8,-8,5,1,2
1293177767,2,64,1,1,1,5,3,-8,1,13,7,-8,2,2,95,-8,-8,4
1293177771,1,78,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1293178447,1,44,3,1,1,5,7,-8,1,13,0,-8,1,-8,-8,2,2,1
1293178451,2,45,3,1,1,5,5,-8,1,9,9,-8,2,2,95,-8,-8,2
